"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"id";"created_time";"status_type";"type";"properties.0.text";"message";"link";"permalink_url";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"wow.summary.total_count";"haha.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"jairmessias.bolsonaro/211857482296579_1369764066505909/211857482296579_1369764066505909";"1167";"568";"2";"211857482296579_1369764066505909";"data";"fetched (200)";"2020-05-26 13:11:49.964932";"Facebook:/<post-id>";"211857482296579_1369764066505909";"";"";"";"";"";"";"";"1205";"4654";"33776";"30690";"2727";"326";"26";"2";"5"
"jairmessias.bolsonaro/211857482296579_1369560939859555";"569";"1";"1";"211857482296579_1369560939859555";"data";"fetched (200)";"2020-05-26 13:08:14.793781";"Facebook:/<page-id>/posts";"211857482296579_1369560939859555";"2019-02-08T19:50:29+0000";"added_photos";"photo";"";"- Sem sonda, alimentado, em recuperação plena, necessária e sem distorções. Agora despachando com o Ministro da Infraestrutura Tarcísio Gomes e com o Subchefe de Assuntos Jurídicos, Jorge Francisco de Oliveira. O Brasil não pode parar! 👉🏻👉🏻";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1369560783192904/?type=3";"https://www.facebook.com/211857482296579/posts/1369560939859555/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1369560939859555/211857482296579_1369560939859555";"1168";"569";"2";"211857482296579_1369560939859555";"data";"fetched (200)";"2020-05-26 13:11:50.329953";"Facebook:/<post-id>";"211857482296579_1369560939859555";"";"";"";"";"";"";"";"22376";"41637";"202528";"174015";"25032";"3036";"294";"98";"53"
"jairmessias.bolsonaro/211857482296579_1369000996582216";"570";"1";"1";"211857482296579_1369000996582216";"data";"fetched (200)";"2020-05-26 13:08:14.793781";"Facebook:/<page-id>/posts";"211857482296579_1369000996582216";"2019-02-08T13:01:50+0000";"added_photos";"photo";"";"- Nota da Presidência da República, via Secretaria Especial de Comunicação, sobre o incêndio no Ninho do Urubu. Que Deus conforte seus familiares!";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1369000879915561/?type=3";"https://www.facebook.com/211857482296579/posts/1369000996582216/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1369000996582216/211857482296579_1369000996582216";"1169";"570";"2";"211857482296579_1369000996582216";"data";"fetched (200)";"2020-05-26 13:11:50.674390";"Facebook:/<post-id>";"211857482296579_1369000996582216";"";"";"";"";"";"";"";"1502";"4018";"56293";"41317";"1335";"83";"26";"13511";"21"
"jairmessias.bolsonaro/211857482296579_1367148026767513";"571";"1";"1";"211857482296579_1367148026767513";"data";"fetched (200)";"2020-05-26 13:08:14.793781";"Facebook:/<page-id>/posts";"211857482296579_1367148026767513";"2019-02-06T09:34:18+0000";"added_video";"video";"01:00";"‪A doutrinação ideológica nas instituições de ensino forma militantes políticos e não cidadãos com bom senso e preparados para o mercado de trabalho. É preciso quebrar essa espinha para o futuro saudável do Brasil. Tire suas conclusões... mais uma vez:";"https://www.facebook.com/jairmessias.bolsonaro/videos/626251434479686/";"https://www.facebook.com/211857482296579/posts/1367148026767513/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1367148026767513/211857482296579_1367148026767513";"1170";"571";"2";"211857482296579_1367148026767513";"data";"fetched (200)";"2020-05-26 13:11:50.994268";"Facebook:/<post-id>";"211857482296579_1367148026767513";"";"";"";"";"";"";"";"4136";"9136";"47413";"41168";"1285";"361";"2836";"588";"1175"
"jairmessias.bolsonaro/211857482296579_1366815290134120";"572";"1";"1";"211857482296579_1366815290134120";"data";"fetched (200)";"2020-05-26 13:08:14.793781";"Facebook:/<page-id>/posts";"211857482296579_1366815290134120";"2019-02-05T22:46:23+0000";"added_photos";"photo";"";"- Seguimos despachando do hospital (05/02/2019). O Brasil precisa de nosso total empenho para que possamos continuar alavancando nosso país! 🇧🇷";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1366815046800811/?type=3";"https://www.facebook.com/211857482296579/posts/1366815290134120/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1366815290134120/211857482296579_1366815290134120";"1171";"572";"2";"211857482296579_1366815290134120";"data";"fetched (200)";"2020-05-26 13:11:51.332755";"Facebook:/<post-id>";"211857482296579_1366815290134120";"";"";"";"";"";"";"";"5098";"3236";"50538";"44421";"5377";"646";"57";"22";"15"
"jairmessias.bolsonaro/211857482296579_1364988146983501";"574";"1";"1";"211857482296579_1364988146983501";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1364988146983501";"2019-02-03T23:30:32+0000";"mobile_status_update";"status";"";"- Fui informado de que um ator americano está me acusando de censurar seu filme no Brasil. Mentira! Tenho mais o que fazer. Boa noite a todos! 👍";"";"https://www.facebook.com/211857482296579/posts/1364988146983501/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1364988146983501/211857482296579_1364988146983501";"1172";"574";"2";"211857482296579_1364988146983501";"data";"fetched (200)";"2020-05-26 13:11:51.665300";"Facebook:/<post-id>";"211857482296579_1364988146983501";"";"";"";"";"";"";"";"17754";"23552";"267297";"173576";"17320";"617";"75603";"51";"130"
"jairmessias.bolsonaro/211857482296579_1364535050362144";"575";"1";"1";"211857482296579_1364535050362144";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1364535050362144";"2019-02-03T13:51:44+0000";"mobile_status_update";"status";"";"👍🏻  Via Carlos Bolsonaro  Hoje meu pai acordou bem e animado! Agradeço aos médicos, enfermeiros, fisioterapeutas e todos os envolvidos em sua melhora! Pela manhã só notícias boas! Muito obrigado a todos pelas orações e carinho! Um forte abraço a todos e até mais tarde!";"";"https://www.facebook.com/211857482296579/posts/1364535050362144/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1364535050362144/211857482296579_1364535050362144";"1173";"575";"2";"211857482296579_1364535050362144";"data";"fetched (200)";"2020-05-26 13:11:51.987213";"Facebook:/<post-id>";"211857482296579_1364535050362144";"";"";"";"";"";"";"";"9195";"3552";"77453";"67461";"9700";"204";"65";"13";"10"
"jairmessias.bolsonaro/211857482296579_1364056137076702";"576";"1";"1";"211857482296579_1364056137076702";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1364056137076702";"2019-02-02T21:35:12+0000";"mobile_status_update";"status";"";"Caro Senador Davi Alcolumbre, meus cumprimentos pela indicação de seus pares ao comando do Senado Federal. O senhor tem como desafio transformar em ações o sentimento de mudanças que a população expressou nas últimas eleições. O governo federal estará pronto para também cumprir a sua missão. O Brasil tem pressa!";"";"https://www.facebook.com/211857482296579/posts/1364056137076702/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1364056137076702/211857482296579_1364056137076702";"1174";"576";"2";"211857482296579_1364056137076702";"data";"fetched (200)";"2020-05-26 13:11:52.316351";"Facebook:/<post-id>";"211857482296579_1364056137076702";"";"";"";"";"";"";"";"5123";"11051";"94405";"85354";"8480";"442";"103";"6";"20"
"jairmessias.bolsonaro/211857482296579_1362795003869482";"577";"1";"1";"211857482296579_1362795003869482";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1362795003869482";"2019-02-01T12:57:20+0000";"added_photos";"photo";"";"- Reunião por vídeoconferência com o Ministro Chefe do Gabinete de Segurança Institucional, General Heleno.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1362794913869491/?type=3";"https://www.facebook.com/211857482296579/posts/1362795003869482/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1362795003869482/211857482296579_1362795003869482";"1175";"577";"2";"211857482296579_1362795003869482";"data";"fetched (200)";"2020-05-26 13:11:52.671594";"Facebook:/<post-id>";"211857482296579_1362795003869482";"";"";"";"";"";"";"";"3357";"5080";"59330";"53393";"4810";"987";"111";"20";"9"
"jairmessias.bolsonaro/211857482296579_1362296723919310";"578";"1";"1";"211857482296579_1362296723919310";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1362296723919310";"2019-01-31T22:01:50+0000";"mobile_status_update";"link";"";"- Thank you for the words, Queen Elizabeth. God bless Brazil and the United Kingdom.  - Obrigado pelas palavras, Rainha. Deus abençoe o Brasil e o Reino Unido.";"https://bit.ly/2MIhWx7";"https://www.facebook.com/211857482296579/posts/1362296723919310/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1362296723919310/211857482296579_1362296723919310";"1176";"578";"2";"211857482296579_1362296723919310";"data";"fetched (200)";"2020-05-26 13:11:52.992533";"Facebook:/<post-id>";"211857482296579_1362296723919310";"";"";"";"";"";"";"";"1407";"3973";"51396";"43218";"6311";"1736";"56";"70";"5"
"jairmessias.bolsonaro/211857482296579_1361924410623208";"579";"1";"1";"211857482296579_1361924410623208";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1361924410623208";"2019-01-31T13:35:27+0000";"mobile_status_update";"status";"";"- As bravas tropas israelenses, cedidas pelo Primeiro Ministro Benjamin Natanyahu, encerram hoje a missão no Brasil. Agradeço, em nome do povo brasileiro, ao Estado de Israel pelos serviços prestados em Brumadinho-MG em parceria com nossos Guerreiros das Forças Armadas e Bombeiros.  - Sigo me recuperando e trabalhando do hospital. São muitas as linhas de atuação nesse primeiro mês de governo e ainda há muito a se fazer. Estamos no caminho certo. Nossa missão será cumprida! O Brasil ocupará a posição que merece no contexto internacional!";"";"https://www.facebook.com/211857482296579/posts/1361924410623208/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1361924410623208/211857482296579_1361924410623208";"1177";"579";"2";"211857482296579_1361924410623208";"data";"fetched (200)";"2020-05-26 13:11:53.343589";"Facebook:/<post-id>";"211857482296579_1361924410623208";"";"";"";"";"";"";"";"8038";"8864";"106614";"93680";"12317";"463";"114";"20";"20"
"jairmessias.bolsonaro/211857482296579_1361488960666753";"580";"1";"1";"211857482296579_1361488960666753";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1361488960666753";"2019-01-30T23:26:32+0000";"added_photos";"photo";"";"- A fusão dos ministérios permitiu a redução de 243 cargos de Direção e Assessoramento Superior (DAS), 389 Funções Comissionadas do Poder Executivo (FCPE) e mais de 2.355 funções gratificadas, totalizando 2.987 cargos extintos. - A nova estrutura do Ministério da Economia conta com 3.612 cargos comissionados que estão distribuídos da seguinte forma: 1.569 cargos de Direção e Assessoramento Superior (DAS) e 2.043 Funções Comissionadas do Poder Executivo (FCPE) – essas últimas só podem ser ocupadas por servidores concursados.  . Mais detalhes: https://tinyurl.com/yaqyronz";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.213527478796246/1361487850666864/?type=3";"https://www.facebook.com/211857482296579/posts/1361488960666753/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1361488960666753/211857482296579_1361488960666753";"1178";"580";"2";"211857482296579_1361488960666753";"data";"fetched (200)";"2020-05-26 13:11:53.672706";"Facebook:/<post-id>";"211857482296579_1361488960666753";"";"";"";"";"";"";"";"3158";"8876";"55210";"48953";"5126";"1069";"50";"2";"10"
"jairmessias.bolsonaro/211857482296579_1361131754035807";"581";"1";"1";"211857482296579_1361131754035807";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1361131754035807";"2019-01-30T14:29:03+0000";"mobile_status_update";"status";"";"- Reassumo as funções da Presidência da República. Entre exercícios e fisioterapia, os trabalhos que já vinham sendo tocados pela nossa equipe seguem com afinco. O apoio que estou recebendo será fundamental para minha total recuperação.  - Muito obrigado! Um forte abraço a todos!";"";"https://www.facebook.com/211857482296579/posts/1361131754035807/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1361131754035807/211857482296579_1361131754035807";"1179";"581";"2";"211857482296579_1361131754035807";"data";"fetched (200)";"2020-05-26 13:11:54.023695";"Facebook:/<post-id>";"211857482296579_1361131754035807";"";"";"";"";"";"";"";"12927";"6552";"126211";"111430";"14204";"475";"71";"10";"21"
"jairmessias.bolsonaro/211857482296579_1358172774331705";"582";"1";"1";"211857482296579_1358172774331705";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1358172774331705";"2019-01-26T23:18:34+0000";"added_photos";"photo";"";"🇧🇷🇮🇱 - Tradução: Nos preparando para enviar uma delegação de ajuda humanitária das Forças de Defesa de Israel para o Brasil após o colapso da barragem que deixou centenas de desaparecidos. #IDFinBrazil";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.213527478796246/1358171954331787/?type=3";"https://www.facebook.com/211857482296579/posts/1358172774331705/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1358172774331705/211857482296579_1358172774331705";"1180";"582";"2";"211857482296579_1358172774331705";"data";"fetched (200)";"2020-05-26 13:11:54.348882";"Facebook:/<post-id>";"211857482296579_1358172774331705";"";"";"";"";"";"";"";"2791";"10208";"76652";"63025";"12393";"1090";"39";"89";"16"
"jairmessias.bolsonaro/211857482296579_1358078347674481";"583";"1";"1";"211857482296579_1358078347674481";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1358078347674481";"2019-01-26T19:25:10+0000";"mobile_status_update";"status";"";"‪- O Ministro André Luiz Mendonça, da Advocacia Geral da União busca, via judicial, a relação de assinantes de celulares que estavam conectados na região da barragem rompida em Brumadinho/MG.  - Tal medida visa urgentemente levantar nomes de possíveis desaparecidos.‬";"";"https://www.facebook.com/211857482296579/posts/1358078347674481/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1358078347674481/211857482296579_1358078347674481";"1181";"583";"2";"211857482296579_1358078347674481";"data";"fetched (200)";"2020-05-26 13:11:54.679431";"Facebook:/<post-id>";"211857482296579_1358078347674481";"";"";"";"";"";"";"";"1493";"3161";"50921";"46743";"1913";"135";"14";"2104";"12"
"jairmessias.bolsonaro/211857482296579_1356941737788142";"584";"1";"1";"211857482296579_1356941737788142";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1356941737788142";"2019-01-25T17:23:23+0000";"added_photos";"photo";"";"🇧🇷👍🏻👉🏻👉🏻";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.213527478796246/1356941504454832/?type=3";"https://www.facebook.com/211857482296579/posts/1356941737788142/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1356941737788142/211857482296579_1356941737788142";"1182";"584";"2";"211857482296579_1356941737788142";"data";"fetched (200)";"2020-05-26 13:11:55.004294";"Facebook:/<post-id>";"211857482296579_1356941737788142";"";"";"";"";"";"";"";"1577";"2278";"49482";"43943";"4805";"578";"115";"16";"25"
"jairmessias.bolsonaro/211857482296579_1356385877843728";"585";"1";"1";"211857482296579_1356385877843728";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1356385877843728";"2019-01-24T20:15:38+0000";"added_photos";"photo";"";"- Fake News! Referi-me à missão concluída, reuniões produtivas com Chefes de Estado, voltando ao país que amo, Bolsa batendo novo recorde na casa dos 97.000 e confiança no nosso país sendo restabelecida, isso faz de hoje um grande dia! 👍🇧🇷";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1356385834510399/?type=3";"https://www.facebook.com/211857482296579/posts/1356385877843728/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1356385877843728/211857482296579_1356385877843728";"1183";"585";"2";"211857482296579_1356385877843728";"data";"fetched (200)";"2020-05-26 13:11:55.343722";"Facebook:/<post-id>";"211857482296579_1356385877843728";"";"";"";"";"";"";"";"12665";"33710";"163083";"126131";"13934";"432";"21942";"71";"573"
"jairmessias.bolsonaro/211857482296579_1355558054593177";"586";"1";"1";"211857482296579_1355558054593177";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1355558054593177";"2019-01-23T19:14:08+0000";"added_photos";"photo";"";"Venezuela:  Mr. Juan Guaidó, President of the Venezuelan National Assembly, assumed the functions of President in charge of Venezuela according to the Constitution of that country, as endorsed by the Supreme Court of Justice (TSJ).  Brazil recognizes Mr. Juan Guaidó as President in charge of Venezuela.  Brazil will politically and economically support the transition process in order for democracy and social peace return to Venezuela.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1355557961259853/?type=3";"https://www.facebook.com/211857482296579/posts/1355558054593177/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1355558054593177/211857482296579_1355558054593177";"1184";"586";"2";"211857482296579_1355558054593177";"data";"fetched (200)";"2020-05-26 13:11:55.648243";"Facebook:/<post-id>";"211857482296579_1355558054593177";"";"";"";"";"";"";"";"3527";"16049";"70961";"60999";"8799";"1015";"109";"4";"35"
"jairmessias.bolsonaro/211857482296579_1355256824623300";"587";"1";"1";"211857482296579_1355256824623300";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1355256824623300";"2019-01-23T12:26:10+0000";"mobile_status_update";"status";"";"- O Ministro da Secretaria de Governo, General Santos Cruz, anunciou o fim do contrato de R$30 milhões/ano com assessoria de imprensa internacional. Além disso, zeramos os custos com propaganda da Caixa e BB neste início de governo e pretendemos encerrar de maneira justa e enxuta!  - Nos governos anteriores, esses gastos ultrapassavam centenas de milhões de reais. Era mais uma das muitas fontes de ações escusas dos grupos que estavam no poder, cuja boa parte dos membros está presa. Uma irresponsabilidade em detrimento das reais demandas dos brasileiros e do Estado!";"";"https://www.facebook.com/211857482296579/posts/1355256824623300/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1355256824623300/211857482296579_1355256824623300";"1185";"587";"2";"211857482296579_1355256824623300";"data";"fetched (200)";"2020-05-26 13:11:55.999241";"Facebook:/<post-id>";"211857482296579_1355256824623300";"";"";"";"";"";"";"";"4794";"18338";"87601";"77540";"8811";"1069";"154";"8";"19"
"jairmessias.bolsonaro/211857482296579_1355200054628977";"588";"1";"1";"211857482296579_1355200054628977";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1355200054628977";"2019-01-23T11:03:44+0000";"added_photos";"photo";"";"‪🇧🇷☝🏻👉🏻👉🏻‬";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1355200027962313/?type=3";"https://www.facebook.com/211857482296579/posts/1355200054628977/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1355200054628977/211857482296579_1355200054628977";"1186";"588";"2";"211857482296579_1355200054628977";"data";"fetched (200)";"2020-05-26 13:11:56.308101";"Facebook:/<post-id>";"211857482296579_1355200054628977";"";"";"";"";"";"";"";"1570";"3430";"49348";"44150";"4546";"456";"174";"5";"17"
"jairmessias.bolsonaro/211857482296579_1355135664635416";"589";"1";"1";"211857482296579_1355135664635416";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1355135664635416";"2019-01-23T09:14:49+0000";"added_photos";"photo";"";"- Seguimos nossa intensa agenda em Davos. Agora em entrevista para a Bloomberg. Um bom dia a todos! 👍🏻";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1355135611302088/?type=3";"https://www.facebook.com/211857482296579/posts/1355135664635416/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1355135664635416/211857482296579_1355135664635416";"1187";"589";"2";"211857482296579_1355135664635416";"data";"fetched (200)";"2020-05-26 13:11:56.642715";"Facebook:/<post-id>";"211857482296579_1355135664635416";"";"";"";"";"";"";"";"3143";"6227";"59256";"53411";"5256";"442";"138";"1";"8"
"jairmessias.bolsonaro/211857482296579_1354867237995592";"590";"1";"1";"211857482296579_1354867237995592";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1354867237995592";"2019-01-23T01:30:22+0000";"added_video";"video";"00:50";"- Pequeno resumo do nosso dia em Davos (22/01) 👍:";"https://www.facebook.com/jairmessias.bolsonaro/videos/778568175848099/";"https://www.facebook.com/211857482296579/posts/1354867237995592/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1354867237995592/211857482296579_1354867237995592";"1188";"590";"2";"211857482296579_1354867237995592";"data";"fetched (200)";"2020-05-26 13:11:56.981415";"Facebook:/<post-id>";"211857482296579_1354867237995592";"";"";"";"";"";"";"";"2443";"11432";"62769";"53928";"7705";"929";"183";"12";"12"
"jairmessias.bolsonaro/211857482296579_1354593051356344";"591";"1";"1";"211857482296579_1354593051356344";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1354593051356344";"2019-01-22T17:26:14+0000";"added_photos";"photo";"";"- Reunião do Conselho Internacional de Negócios.";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1354592968023019/?type=3";"https://www.facebook.com/211857482296579/posts/1354593051356344/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1354593051356344/211857482296579_1354593051356344";"1189";"591";"2";"211857482296579_1354593051356344";"data";"fetched (200)";"2020-05-26 13:11:57.389994";"Facebook:/<post-id>";"211857482296579_1354593051356344";"";"";"";"";"";"";"";"2001";"5631";"58160";"51555";"5844";"608";"135";"4";"14"
"jairmessias.bolsonaro/211857482296579_1353214668160849";"592";"1";"1";"211857482296579_1353214668160849";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1353214668160849";"2019-01-20T23:10:30+0000";"mobile_status_update";"status";"";"- Em alguns instantes embarco para nossa primeira missão fora do país. Um grande momento para o Brasil que almejamos: grande, respeitado e próspero. Que Deus nos abençoe nessa viagem! Uma boa noite a todos! 👍🏻🇧🇷✈️🇨🇭🌎";"";"https://www.facebook.com/211857482296579/posts/1353214668160849/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1353214668160849/211857482296579_1353214668160849";"1190";"592";"2";"211857482296579_1353214668160849";"data";"fetched (200)";"2020-05-26 13:11:57.609932";"Facebook:/<post-id>";"211857482296579_1353214668160849";"";"";"";"";"";"";"";"15348";"6035";"127331";"113876";"12713";"535";"176";"6";"25"
"jairmessias.bolsonaro/211857482296579_1353143448167971";"593";"1";"1";"211857482296579_1353143448167971";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1353143448167971";"2019-01-20T21:28:39+0000";"added_video";"video";"01:01";"- Obrigado pela homenagem!  . Via twitter: JoelAlexandreM";"https://www.facebook.com/jairmessias.bolsonaro/videos/1226500160822845/";"https://www.facebook.com/211857482296579/posts/1353143448167971/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1353143448167971/211857482296579_1353143448167971";"1191";"593";"2";"211857482296579_1353143448167971";"data";"fetched (200)";"2020-05-26 13:11:57.934174";"Facebook:/<post-id>";"211857482296579_1353143448167971";"";"";"";"";"";"";"";"2979";"11793";"66069";"54559";"10645";"595";"212";"37";"21"
"jairmessias.bolsonaro/211857482296579_1352389451576704";"594";"1";"1";"211857482296579_1352389451576704";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1352389451576704";"2019-01-19T21:51:21+0000";"added_video";"video";"02:43";"‪- ‪FERROVIAS: com a palavra o Ministro da Infraestrutura Tarcisio Gomes de Freitas - Engenheiro (AMAN); Engenheiro Civil (IME); membro da Companhia de Engenharia na Missão de Paz no Haiti; ex-DNIT; ex-Programa de Parcerias e Investimentos:  . Link no youtube: https://youtu.be/ScgwQq_lG7E";"https://www.facebook.com/jairmessias.bolsonaro/videos/410177256389873/";"https://www.facebook.com/211857482296579/posts/1352389451576704/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1352389451576704/211857482296579_1352389451576704";"1192";"594";"2";"211857482296579_1352389451576704";"data";"fetched (200)";"2020-05-26 13:11:58.258561";"Facebook:/<post-id>";"211857482296579_1352389451576704";"";"";"";"";"";"";"";"3380";"17166";"50526";"46109";"3737";"600";"53";"5";"22"
"jairmessias.bolsonaro/211857482296579_1352005471615102";"595";"1";"1";"211857482296579_1352005471615102";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1352005471615102";"2019-01-19T12:05:01+0000";"mobile_status_update";"status";"";"- Assinamos Medida Provisória que foca o combate de fraudes no INSS, podendo poupar cerca de R$10 bilhões por ano aos cofres públicos. 👍🏻";"";"https://www.facebook.com/211857482296579/posts/1352005471615102/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1352005471615102/211857482296579_1352005471615102";"1193";"595";"2";"211857482296579_1352005471615102";"data";"fetched (200)";"2020-05-26 13:11:58.631330";"Facebook:/<post-id>";"211857482296579_1352005471615102";"";"";"";"";"";"";"";"5885";"5608";"82329";"73897";"7120";"1035";"188";"18";"71"
"jairmessias.bolsonaro/211857482296579_1350128471802802";"596";"1";"1";"211857482296579_1350128471802802";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1350128471802802";"2019-01-17T13:47:02+0000";"mobile_status_update";"status";"";"- Muitas falácias sendo usadas a respeito da posse de armas. A pior delas conclui que a iniciativa não resolve o problema da segurança pública. Ignorando o principal propósito, que é “iniciar ” o processo de assegurar o direito inviolável à legítima defesa.  - Para a infelicidade dos que torcem contra, isso está longe de ser tudo que será feito. Medidas eficientes para segurança pública ainda serão tomadas e propostas. Os problemas são profundos, principalmente pelo abandono dos governos anteriores. Mal dá pra resolver tudo em 4 anos, quem dirá em 15 dias de governo.";"";"https://www.facebook.com/211857482296579/posts/1350128471802802/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1350128471802802/211857482296579_1350128471802802";"1194";"596";"2";"211857482296579_1350128471802802";"data";"fetched (200)";"2020-05-26 13:11:58.957140";"Facebook:/<post-id>";"211857482296579_1350128471802802";"";"";"";"";"";"";"";"7008";"12587";"94301";"83707";"8548";"272";"1672";"19";"83"
"jairmessias.bolsonaro/211857482296579_1347349085414074";"597";"1";"1";"211857482296579_1347349085414074";"data";"fetched (200)";"2020-05-26 13:08:15.367700";"Facebook:/<page-id>/posts";"211857482296579_1347349085414074";"2019-01-13T19:07:53+0000";"added_photos";"photo";"";"‪- A “RESISTÊNCIA”: PT, PSOL, MST... imagem via instagram Paulo Martins";"https://www.facebook.com/jairmessias.bolsonaro/photos/a.213527478796246/1347348742080775/?type=3";"https://www.facebook.com/211857482296579/posts/1347349085414074/";"";"";"";"";"";"";"";"";""
"jairmessias.bolsonaro/211857482296579_1347349085414074/211857482296579_1347349085414074";"1195";"597";"2";"211857482296579_1347349085414074";"data";"fetched (200)";"2020-05-26 13:11:59.273882";"Facebook:/<post-id>";"211857482296579_1347349085414074";"";"";"";"";"";"";"";"12329";"17775";"72572";"34332";"160";"1075";"22108";"1024";"13873"
